,FIPS,County,State,2010_Census_Population,Population_Estimate_2011,Population_Estimate_2012,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
1823,35053,Socorro County, New Mexico,17866,17776,17481,17514,17267,17146,16967,16885,16735
1824,35055,Taos County, New Mexico,32937,32891,32766,32962,32971,32814,32960,32862,32835
1825,35057,Torrance County, New Mexico,16383,16443,16153,15825,15669,15608,15515,15593,15591
1826,35059,Union County, New Mexico,4549,4410,4401,4347,4248,4166,4154,4188,4118
1827,35061,Valencia County, New Mexico,76569,76950,76786,76502,75915,75731,75682,75994,76456
1828,36001,Albany County, New York,304204,304564,305717,306613,307190,307476,307628,307717,307117
1829,36003,Allegany County, New York,48946,48787,48201,47892,47646,47324,47039,46688,46430
1830,36005,Bronx County, New York,1385108,1397366,1411715,1422340,1431538,1440726,1445237,1439725,1432132
1831,36007,Broome County, New York,200600,199346,198658,197911,197251,195794,194345,192959,191659
1832,36009,Cattaraugus County, New York,80317,79819,79354,79000,78685,77951,77708,77245,76840
1833,36011,Cayuga County, New York,80026,79693,79509,79090,78768,78300,77666,77463,77145
1834,36013,Chautauqua County, New York,134905,134198,133302,132848,131750,130634,129350,128609,127939
1835,36015,Chemung County, New York,88830,88893,89136,88192,87179,86718,85676,84874,84254
1836,36017,Chenango County, New York,50477,50183,49887,49479,49326,48772,48317,47790,47536
1837,36019,Clinton County, New York,82128,81716,81708,81516,81460,80723,80524,80567,80695
1838,36021,Columbia County, New York,63096,62512,62435,62160,61938,61453,60882,60408,59916
1839,36023,Cortland County, New York,49336,49378,49027,48907,48743,48296,47919,47836,47823
1840,36025,Delaware County, New York,47980,47578,47212,46801,46561,45954,45446,45020,44527
1841,36027,Dutchess County, New York,297488,298118,297048,296272,295146,294108,293049,293450,293718
1842,36029,Erie County, New York,919040,919747,919877,920883,921794,920543,918479,918794,919719
1843,36031,Essex County, New York,39370,39256,38863,38587,38311,37958,37675,37511,37300
1844,36033,Franklin County, New York,51599,51541,51789,51213,51102,50542,51077,50444,50293
1845,36035,Fulton County, New York,55531,55115,54853,54359,53945,53800,53604,53777,53591
1846,36037,Genesee County, New York,60079,59886,59682,59124,58740,58470,58022,57816,57511
1847,36039,Greene County, New York,49221,48850,48582,48304,47962,47634,47525,47474,47491
1848,36041,Hamilton County, New York,4836,4826,4802,4766,4700,4699,4557,4481,4434
1849,36043,Herkimer County, New York,64519,64373,64222,63881,63384,62654,62446,62209,61833
1850,36045,Jefferson County, New York,116229,117769,120261,118515,118005,116403,113015,113063,111755
1851,36047,Kings County, New York,2504700,2540822,2568876,2588501,2602680,2610607,2611232,2596385,2582830
1852,36049,Lewis County, New York,27087,27023,27195,27100,27091,26830,26652,26576,26447
1853,36051,Livingston County, New York,65393,64844,64793,64620,64586,64318,63942,63461,63227
1854,36053,Madison County, New York,73442,72879,72413,72457,72204,71672,71291,70831,70795
1855,36055,Monroe County, New York,744344,746711,747350,748326,747425,745376,743531,742436,742474
1856,36057,Montgomery County, New York,50219,49901,49822,49738,49673,49579,49206,49216,49455
1857,36059,Nassau County, New York,1339532,1346176,1349723,1352399,1355029,1355319,1356463,1357664,1358343
1858,36061,New York County, New York,1585873,1608215,1624039,1627806,1630946,1636713,1636261,1629780,1628701
1859,36063,Niagara County, New York,216469,215709,214713,214110,213322,212366,211534,210866,210433
1860,36065,Oneida County, New York,234878,234203,233766,233356,232626,231234,230348,230127,229577
1861,36067,Onondaga County, New York,467026,467571,467034,468181,467342,466233,464033,461791,461809
1862,36069,Ontario County, New York,107931,108581,108600,109043,109334,109285,109267,109609,109864
1863,36071,Orange County, New York,372813,374125,373814,374539,375181,376152,378047,379803,381951
1864,36073,Orleans County, New York,42883,42634,42379,42220,41850,41457,41196,40759,40612
1865,36075,Oswego County, New York,122109,121967,121450,121169,120588,119728,118881,118426,117898
1866,36077,Otsego County, New York,62259,61964,61746,61614,60951,60497,60119,59903,59749
1867,36079,Putnam County, New York,99710,99816,99625,99584,99459,99219,98812,98966,98892
1868,36081,Queens County, New York,2230722,2255559,2272745,2288194,2300148,2307614,2309032,2296865,2278906
1869,36083,Rensselaer County, New York,159429,159572,159427,159538,159661,159456,159334,159261,159442
1870,36085,Richmond County, New York,468730,471001,470657,471898,472075,472521,474214,475516,476179
1871,36087,Rockland County, New York,311687,315439,317216,319330,321176,323078,323640,324839,325695
1872,36089,St. Lawrence County, New York,111944,112268,112357,111928,111437,110331,109411,108562,108047
1873,36091,Saratoga County, New York,219607,221088,222466,224082,224518,226053,227048,229102,230163
1874,36093,Schenectady County, New York,154727,154856,155020,154957,155042,154738,154473,154814,155350
1875,36095,Schoharie County, New York,32749,32621,32044,31905,31773,31408,31307,31236,31097
1876,36097,Schuyler County, New York,18343,18402,18484,18372,18164,18013,17948,17925,17912
1877,36099,Seneca County, New York,35251,35314,35338,35227,34887,34814,34731,34327,34300
1878,36101,Steuben County, New York,98990,99145,98926,98845,98173,97524,96895,96249,95796
1879,36103,Suffolk County, New York,1493350,1498838,1497037,1497489,1495757,1492278,1486804,1483571,1481093
1880,36105,Sullivan County, New York,77547,77047,76931,76949,75647,74854,74977,75079,75498
1881,36107,Tioga County, New York,51125,50872,50281,50110,49833,49360,48822,48650,48560
1882,36109,Tompkins County, New York,101564,101801,102719,103553,103385,103018,102938,102678,102793
1883,36111,Ulster County, New York,182493,182430,181535,180701,180419,179692,179080,178723,178599
1884,36113,Warren County, New York,65707,65733,65418,65085,64870,64411,64428,64428,64265
1885,36115,Washington County, New York,63216,63074,62980,62749,62464,62225,61767,61489,61197
1886,36117,Wayne County, New York,93772,93246,93035,92350,91806,91284,90754,90372,90064
1887,36119,Westchester County, New York,949113,956265,959729,964805,967407,969220,970556,969279,967612
1888,36121,Wyoming County, New York,42155,41839,41692,41353,41129,40922,40406,40283,40085
1889,36123,Yates County, New York,25348,25449,25334,25207,25148,25080,25023,24952,24841
1890,37001,Alamance County, North Carolina,151131,152696,153282,154199,155425,157100,160392,163529,166436
1891,37003,Alexander County, North Carolina,37198,37028,36925,37016,36992,36960,37142,37146,37353
1892,37005,Alleghany County, North Carolina,11155,11017,10945,10905,10895,10861,10926,11023,11161
1893,37007,Anson County, North Carolina,26948,26508,26312,25964,25974,25620,25182,24878,24877
1894,37009,Ashe County, North Carolina,27281,26984,26927,26849,26772,26637,26611,26803,27109
1895,37011,Avery County, North Carolina,17797,17728,17576,17614,17615,17455,17423,17505,17505
1896,37013,Beaufort County, North Carolina,47759,47655,47418,47372,47328,47385,47370,47051,47079
1897,37015,Bertie County, North Carolina,21282,20854,20491,20326,20321,20167,19432,19274,19026
1898,37017,Bladen County, North Carolina,35190,34892,34829,34642,34386,34140,33704,33468,33190
1899,37019,Brunswick County, North Carolina,107431,110167,112002,114920,118308,122211,126302,130735,136744
1900,37021,Buncombe County, North Carolina,238318,241148,243657,246823,249122,251973,254988,257185,259103
1901,37023,Burke County, North Carolina,90912,90527,89959,89345,89289,89324,89438,90127,90382
1902,37025,Cabarrus County, North Carolina,178011,181134,184127,187036,191490,196215,201470,206724,211342
1903,37027,Caldwell County, North Carolina,83029,82440,82072,82044,81665,81512,81767,81920,82029
1904,37029,Camden County, North Carolina,9980,10022,10001,10115,10276,10284,10402,10561,10710
1905,37031,Carteret County, North Carolina,66469,67405,67763,68384,68634,68711,68811,68919,69524
1906,37033,Caswell County, North Carolina,23719,23457,23045,23098,22811,22822,22765,22632,22698
1907,37035,Catawba County, North Carolina,154358,154484,154729,155012,155139,155571,156471,157811,158652
1908,37037,Chatham County, North Carolina,63505,64102,64531,65244,66665,68256,69646,71248,73139
1909,37039,Cherokee County, North Carolina,27444,27173,27027,27119,27075,27098,27805,27980,28383
1910,37041,Chowan County, North Carolina,14793,14806,14695,14668,14504,14249,14201,14040,14029
1911,37043,Clay County, North Carolina,10587,10682,10651,10595,10562,10619,10743,11001,11139
1912,37045,Cleveland County, North Carolina,98078,97431,97314,96874,97018,96885,97017,97228,97645
1913,37047,Columbus County, North Carolina,58098,57683,57521,57071,56878,56666,56279,55987,55655
1914,37049,Craven County, North Carolina,103505,104829,105325,104302,104078,102906,102760,102754,102912
1915,37051,Cumberland County, North Carolina,319431,330468,329965,332984,332383,331278,333300,331239,332330
1916,37053,Currituck County, North Carolina,23547,23903,24022,24250,24817,25112,25654,26323,27072
1917,37055,Dare County, North Carolina,33920,34155,34383,34810,34894,35432,35765,36115,36501
1918,37057,Davidson County, North Carolina,162878,162932,163060,163325,163425,163575,164394,165313,166614
1919,37059,Davie County, North Carolina,41240,41333,41282,41441,41265,41655,41933,42369,42733
1920,37061,Duplin County, North Carolina,58505,59201,59443,59328,59442,58892,59260,58862,58856
1921,37063,Durham County, North Carolina,267587,276543,282668,288759,295199,300755,307705,311888,316739
1922,37065,Edgecombe County, North Carolina,56552,56052,55682,55435,54875,53744,53277,52757,52005
1923,37067,Forsyth County, North Carolina,350670,354514,357628,360657,364537,367348,371157,375724,379099
1924,37069,Franklin County, North Carolina,60619,60927,61392,62065,62689,63630,64596,66033,67560
1925,37071,Gaston County, North Carolina,206086,206861,207902,209228,210573,212971,216716,219819,222846
1926,37073,Gates County, North Carolina,12197,12041,11889,11701,11631,11529,11567,11515,11573
1927,37075,Graham County, North Carolina,8861,8814,8709,8722,8624,8598,8545,8534,8484
1928,37077,Granville County, North Carolina,59916,57489,57550,57759,57999,58182,58699,59374,60115
1929,37079,Greene County, North Carolina,21362,21514,21194,21016,21018,20952,21080,20980,21012
1930,37081,Guilford County, North Carolina,488406,494891,500471,506401,512275,517414,525055,529496,533670
1931,37083,Halifax County, North Carolina,54691,54110,53733,53188,52839,52178,51811,51282,50574
1932,37085,Harnett County, North Carolina,114678,119158,122197,125032,126704,128027,130631,132229,134214
1933,37087,Haywood County, North Carolina,59036,58722,58642,58966,59134,59636,60389,61036,61971
1934,37089,Henderson County, North Carolina,106740,107359,107768,108885,110270,111926,113723,115457,116748
1935,37091,Hertford County, North Carolina,24669,24712,24600,24577,24582,24380,24216,23926,23659
1936,37093,Hoke County, North Carolina,46952,49463,50478,51156,51588,52728,52973,54141,54764
1937,37095,Hyde County, North Carolina,5810,5796,5687,5652,5598,5428,5440,5267,5230
1938,37097,Iredell County, North Carolina,159437,161018,162664,164582,166514,169497,172552,175628,178435
1939,37099,Jackson County, North Carolina,40271,40223,40617,40984,40907,41281,42573,43192,43327
1940,37101,Johnston County, North Carolina,168878,172440,174400,177256,180758,185135,190868,196423,202675
1941,37103,Jones County, North Carolina,10153,10059,10069,10005,9851,9785,9602,9602,9637
1942,37105,Lee County, North Carolina,57866,58539,59259,59785,59430,59440,59737,60567,61452
1943,37107,Lenoir County, North Carolina,59495,59409,59115,58737,58261,57994,57263,56641,55976
1944,37109,Lincoln County, North Carolina,78265,78259,78693,79081,79418,80535,81118,82365,83770
1945,37111,McDowell County, North Carolina,44996,45051,45003,45031,45018,44976,44882,45164,45507
1946,37113,Macon County, North Carolina,33922,33884,33803,33735,33823,34078,34241,34624,35285
1947,37115,Madison County, North Carolina,20764,20844,20884,21149,21189,21138,21359,21577,21763
1948,37117,Martin County, North Carolina,24505,24179,23841,23637,23437,23262,23122,22776,22671
1949,37119,Mecklenburg County, North Carolina,919628,943750,967083,990785,1010412,1033282,1056665,1077311,1093901
1950,37121,Mitchell County, North Carolina,15579,15347,15321,15275,15166,15063,14991,14979,15000
1951,37123,Montgomery County, North Carolina,27798,27707,27526,27454,27291,27456,27325,27347,27271
1952,37125,Moore County, North Carolina,88247,89247,90186,91369,92825,94014,95392,97232,98682
1953,37127,Nash County, North Carolina,95840,95736,95185,94428,94216,93805,93968,94012,94016
1954,37129,New Hanover County, North Carolina,202667,205954,209051,212938,215996,219440,224789,228657,232274
1955,37131,Northampton County, North Carolina,22099,21915,21287,20860,20659,20538,20143,19913,19676
1956,37133,Onslow County, North Carolina,177772,184962,190669,192351,191820,193037,192184,194838,197683
1957,37135,Orange County, North Carolina,133801,134815,137829,139404,140333,141379,142991,143960,146027
1958,37137,Pamlico County, North Carolina,13144,13245,13019,12883,12874,12743,12769,12654,12670
1959,37139,Pasquotank County, North Carolina,40661,40260,40378,39551,39441,39407,39431,39476,39639
1960,37141,Pender County, North Carolina,52217,53171,53717,54786,55908,57455,58807,60768,62162
1961,37143,Perquimans County, North Carolina,13453,13498,13588,13634,13538,13467,13408,13460,13422
1962,37145,Person County, North Carolina,39464,39520,39182,39247,39122,39206,39297,39395,39507
1963,37147,Pitt County, North Carolina,168148,170761,172969,174384,174998,176098,177232,178617,179914
1964,37149,Polk County, North Carolina,20510,20292,20251,20392,20371,20401,20388,20518,20611
1965,37151,Randolph County, North Carolina,141752,141852,142280,142327,142510,142634,143146,143149,143351
1966,37153,Richmond County, North Carolina,46639,46647,46358,46133,45778,45435,45021,44825,44887
1967,37155,Robeson County, North Carolina,134168,135176,135460,135140,134945,134461,133384,132590,131831
1968,37157,Rockingham County, North Carolina,93643,93276,92692,91903,91800,91676,91345,90841,90690
1969,37159,Rowan County, North Carolina,138428,137836,137551,137742,138142,138588,139495,140537,141262
1970,37161,Rutherford County, North Carolina,67810,67408,67214,66848,66567,66388,66311,66568,66826
1971,37163,Sampson County, North Carolina,63431,63514,63715,63917,63820,63605,63323,63433,63626
1972,37165,Scotland County, North Carolina,36157,36272,36090,35915,35665,35330,35331,35172,34810
1973,37167,Stanly County, North Carolina,60585,60520,60456,60631,60619,60635,60792,61451,62075
1974,37169,Stokes County, North Carolina,47401,47142,46732,46517,46326,46146,45887,45697,45467
1975,37171,Surry County, North Carolina,73673,73487,73292,72644,72492,71971,71964,72118,71948
1976,37173,Swain County, North Carolina,13981,14011,14054,13979,14240,14328,14193,14266,14245
1977,37175,Transylvania County, North Carolina,33090,32804,32833,32828,32954,33167,33406,33825,34215
1978,37177,Tyrrell County, North Carolina,4407,4337,4122,4104,4120,4137,4025,4183,4131
1979,37179,Union County, North Carolina,201292,204877,208077,212229,217738,222017,226383,231424,235908
1980,37181,Vance County, North Carolina,45422,45297,45104,44505,44537,44480,44500,44312,44582
1981,37183,Wake County, North Carolina,900993,928729,951894,974007,997789,1022431,1048381,1071886,1092305
1982,37185,Warren County, North Carolina,20972,20989,20758,20600,20385,20213,19892,19869,19807
1983,37187,Washington County, North Carolina,13228,12920,12679,12689,12496,12282,12122,12019,11859
1984,37189,Watauga County, North Carolina,51079,51617,52059,52297,52397,53062,54095,55088,55945
1985,37191,Wayne County, North Carolina,122623,124040,124574,124622,124631,124428,124448,123257,123248
1986,37193,Wilkes County, North Carolina,69340,68944,68916,68622,68432,68291,68554,68464,68557
1987,37195,Wilson County, North Carolina,81234,81135,81386,81186,81006,81281,81370,81567,81455
1988,37197,Yadkin County, North Carolina,38406,38340,38145,38067,37850,37628,37663,37643,37543
1989,37199,Yancey County, North Carolina,17818,17689,17624,17550,17546,17556,17618,17712,17903
1990,38001,Adams County, North Dakota,2343,2312,2334,2392,2388,2398,2344,2330,2294
1991,38003,Barnes County, North Dakota,11066,11111,11004,11111,11060,11005,10896,10676,10542
1992,38005,Benson County, North Dakota,6660,6686,6769,6896,6883,6817,6835,6935,6962
1993,38007,Billings County, North Dakota,783,844,919,912,920,947,946,920,919
1994,38009,Bottineau County, North Dakota,6429,6499,6605,6740,6685,6734,6577,6536,6411
1995,38011,Bowman County, North Dakota,3151,3142,3210,3215,3239,3280,3223,3156,3076
1996,38013,Burke County, North Dakota,1968,2062,2182,2305,2261,2344,2226,2134,2100
1997,38015,Burleigh County, North Dakota,81308,83283,85745,88418,90509,93180,94566,95158,95273
1998,38017,Cass County, North Dakota,149778,153286,157405,162835,166553,170734,174271,177937,181516
1999,38019,Cavalier County, North Dakota,3993,3945,3921,3855,3846,3826,3824,3795,3829
2000,38021,Dickey County, North Dakota,5289,5253,5219,5193,5098,5042,4968,4841,4903
2001,38023,Divide County, North Dakota,2071,2143,2248,2327,2428,2456,2386,2291,2283
2002,38025,Dunn County, North Dakota,3536,3723,3957,4139,4376,4579,4372,4277,4332
2003,38027,Eddy County, North Dakota,2385,2346,2350,2368,2329,2305,2289,2328,2313
2004,38029,Emmons County, North Dakota,3550,3506,3471,3477,3413,3399,3340,3312,3295
2005,38031,Foster County, North Dakota,3343,3343,3380,3355,3337,3327,3312,3258,3216
