,FIPS,County,State,2010_Census_Population,Population_Estimate_2011,Population_Estimate_2012,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
1507,29049,Clinton County, Missouri,20743,20676,20558,20561,20258,20568,20527,20553,20470
1508,29051,Cole County, Missouri,75990,76483,76470,76715,76651,76839,76743,76669,76796
1509,29053,Cooper County, Missouri,17601,17553,17536,17610,17561,17608,17694,17643,17603
1510,29055,Crawford County, Missouri,24696,24795,24763,24513,24615,24488,24243,24095,23957
1511,29057,Dade County, Missouri,7883,7768,7561,7535,7599,7577,7606,7601,7569
1512,29059,Dallas County, Missouri,16777,16686,16694,16458,16336,16339,16371,16686,16762
1513,29061,Daviess County, Missouri,8433,8297,8301,8303,8326,8285,8227,8359,8313
1514,29063,DeKalb County, Missouri,12892,12819,12787,12637,12545,12548,12505,12590,12630
1515,29065,Dent County, Missouri,15657,15584,15620,15705,15598,15620,15421,15440,15441
1516,29067,Douglas County, Missouri,13684,13628,13571,13437,13518,13356,13353,13272,13373
1517,29069,Dunklin County, Missouri,31953,32002,31837,31717,31296,30818,30518,30086,29423
1518,29071,Franklin County, Missouri,101492,101633,101347,101735,101946,102277,102726,103288,103670
1519,29073,Gasconade County, Missouri,15222,15076,14913,14813,14810,14747,14751,14718,14705
1520,29075,Gentry County, Missouri,6738,6822,6769,6736,6757,6656,6628,6655,6628
1521,29077,Greene County, Missouri,275174,277412,280430,283594,285240,287302,287863,289819,291923
1522,29079,Grundy County, Missouri,10261,10251,10331,10347,10182,10026,10104,9970,9914
1523,29081,Harrison County, Missouri,8957,8880,8721,8708,8629,8621,8577,8528,8414
1524,29083,Henry County, Missouri,22272,22227,22201,22094,22026,21704,21602,21700,21792
1525,29085,Hickory County, Missouri,9627,9612,9442,9345,9290,9266,9355,9421,9509
1526,29087,Holt County, Missouri,4912,4838,4679,4590,4530,4483,4453,4409,4404
1527,29089,Howard County, Missouri,10144,10221,10198,10240,10131,10139,10038,10122,10137
1528,29091,Howell County, Missouri,40400,40591,40545,40247,40131,40078,40140,40084,40076
1529,29093,Iron County, Missouri,10630,10634,10562,10476,10377,10214,10133,10205,10177
1530,29095,Jackson County, Missouri,674158,675471,677375,679830,683033,686698,692255,697720,700307
1531,29097,Jasper County, Missouri,117404,115270,115758,116758,117736,118539,119197,120082,120636
1532,29099,Jefferson County, Missouri,218733,219551,219820,220844,221986,223085,223345,223749,224347
1533,29101,Johnson County, Missouri,52595,53321,54150,54166,54035,53497,53501,53759,53652
1534,29103,Knox County, Missouri,4131,4125,4089,4060,3993,3907,3933,3975,3947
1535,29105,Laclede County, Missouri,35571,35638,35453,35626,35504,35442,35422,35455,35713
1536,29107,Lafayette County, Missouri,33381,33204,33053,32823,32618,32609,32516,32605,32598
1537,29109,Lawrence County, Missouri,38634,38494,38376,38100,37900,37971,38150,38283,38359
1538,29111,Lewis County, Missouri,10211,10218,10118,10110,10098,10141,10077,9964,9855
1539,29113,Lincoln County, Missouri,52566,53076,53292,53815,54200,54604,55191,56134,57686
1540,29115,Linn County, Missouri,12761,12587,12475,12318,12309,12280,12131,12172,12037
1541,29117,Livingston County, Missouri,15195,15119,14998,14875,15009,14935,15127,15163,15146
1542,29119,McDonald County, Missouri,23083,22897,22978,22643,22832,22708,22738,22779,23078
1543,29121,Macon County, Missouri,15566,15484,15562,15473,15448,15279,15151,15241,15153
1544,29123,Madison County, Missouri,12226,12261,12378,12276,12198,12182,12217,12238,12188
1545,29125,Maries County, Missouri,9176,9197,9047,9061,9027,8959,8841,8823,8769
1546,29127,Marion County, Missouri,28781,28782,28742,28767,28765,28700,28691,28613,28592
1547,29129,Mercer County, Missouri,3785,3774,3708,3664,3683,3660,3661,3677,3641
1548,29131,Miller County, Missouri,24748,24719,24586,24815,24837,24872,24996,25206,25336
1549,29133,Mississippi County, Missouri,14358,14216,14259,14158,14158,13947,13718,13580,13336
1550,29135,Moniteau County, Missouri,15607,15705,15668,15739,15808,15862,15976,16022,16121
1551,29137,Monroe County, Missouri,8840,8678,8688,8766,8733,8633,8629,8610,8664
1552,29139,Montgomery County, Missouri,12236,12211,11974,11856,11727,11581,11457,11428,11534
1553,29141,Morgan County, Missouri,20565,20372,20076,20118,20067,20060,20084,20118,20358
1554,29143,New Madrid County, Missouri,18956,18782,18490,18335,18249,18087,17857,17565,17296
1555,29145,Newton County, Missouri,58114,58558,58635,58381,58131,58160,58204,58248,58266
1556,29147,Nodaway County, Missouri,23370,23426,23320,23148,22977,22609,22436,22408,22304
1557,29149,Oregon County, Missouri,10881,11045,10966,10928,10823,10848,10737,10547,10541
1558,29151,Osage County, Missouri,13878,13881,13820,13653,13614,13515,13590,13663,13714
1559,29153,Ozark County, Missouri,9723,9635,9582,9491,9427,9350,9181,9203,9017
1560,29155,Pemiscot County, Missouri,18296,18194,18085,17784,17575,17421,17072,16817,16272
1561,29157,Perry County, Missouri,18971,19005,18998,19051,19116,19070,19199,19194,19150
1562,29159,Pettis County, Missouri,42201,42142,42297,42194,42198,42323,42289,42504,42542
1563,29161,Phelps County, Missouri,45156,45276,45261,45037,44958,44806,44762,44686,44732
1564,29163,Pike County, Missouri,18516,18662,18556,18609,18499,18402,18495,18546,18504
1565,29165,Platte County, Missouri,89322,90863,92142,93362,94856,96434,98627,101219,102985
1566,29167,Polk County, Missouri,31137,31203,31084,31121,31119,31264,31396,31766,32201
1567,29169,Pulaski County, Missouri,52274,53264,53452,54062,53532,53169,52393,51846,52014
1568,29171,Putnam County, Missouri,4979,4976,4945,4884,4842,4858,4821,4796,4757
1569,29173,Ralls County, Missouri,10167,10266,10217,10157,10269,10161,10222,10222,10212
1570,29175,Randolph County, Missouri,25414,25277,25327,24944,25045,25030,24956,24932,24763
1571,29177,Ray County, Missouri,23494,23322,23057,23041,22913,22772,22720,22839,22883
1572,29179,Reynolds County, Missouri,6696,6569,6553,6459,6405,6297,6352,6268,6254
1573,29181,Ripley County, Missouri,14100,14139,14027,13986,13931,13788,13775,13569,13401
1574,29183,St. Charles County, Missouri,360485,365544,369098,374288,379858,385039,390599,395245,399182
1575,29185,St. Clair County, Missouri,9805,9694,9528,9488,9433,9412,9290,9385,9395
1576,29186,Ste. Genevieve County, Missouri,18145,18205,17878,17961,17944,17817,17891,17813,17888
1577,29187,St. Francois County, Missouri,65359,65574,65799,66102,65785,66228,66350,66653,66692
1578,29189,St. Louis County, Missouri,998954,999961,1000742,1000471,1000588,1001213,998025,996648,996945
1579,29195,Saline County, Missouri,23370,23402,23542,23356,23398,23212,23080,22924,22895
1580,29197,Schuyler County, Missouri,4431,4389,4387,4371,4393,4502,4501,4514,4599
1581,29199,Scotland County, Missouri,4843,4834,4865,4892,4840,4820,4902,4963,4966
1582,29201,Scott County, Missouri,39191,39133,39150,39195,38859,38999,38761,38566,38458
1583,29203,Shannon County, Missouri,8441,8415,8336,8292,8297,8277,8226,8239,8189
1584,29205,Shelby County, Missouri,6373,6236,6217,6153,6093,6102,6045,6017,6050
1585,29207,Stoddard County, Missouri,29968,29847,29814,29797,29787,29733,29490,29346,29206
1586,29209,Stone County, Missouri,32202,32115,31892,31655,31441,31307,31481,31658,31749
1587,29211,Sullivan County, Missouri,6714,6662,6557,6496,6473,6363,6327,6199,6221
1588,29213,Taney County, Missouri,51675,52657,52909,53268,53826,54211,54584,55125,55852
1589,29215,Texas County, Missouri,26008,25917,25779,25674,25648,25652,25801,25685,25571
1590,29217,Vernon County, Missouri,21159,21080,20927,20975,20980,20758,20652,20536,20528
1591,29219,Warren County, Missouri,32513,32571,32706,32950,33150,33490,33825,34365,34711
1592,29221,Washington County, Missouri,25195,25097,25082,25138,25071,24786,24849,25008,24943
1593,29223,Wayne County, Missouri,13521,13412,13395,13462,13467,13420,13227,13305,13122
1594,29225,Webster County, Missouri,36202,36386,36389,36566,36983,37542,38091,38683,39109
1595,29227,Worth County, Missouri,2171,2118,2079,2079,2054,2042,2015,2049,2040
1596,29229,Wright County, Missouri,18815,18642,18628,18407,18271,18219,18260,18339,18378
1597,29510,St. Louis city, Missouri,319294,319294,319387,318459,317395,315878,312389,307866,302838
1598,30001,Beaverhead County, Montana,9246,9209,9358,9305,9337,9298,9471,9453,9404
1599,30003,Big Horn County, Montana,12865,13060,13000,13119,13343,13309,13448,13444,13338
1600,30005,Blaine County, Montana,6491,6574,6680,6635,6705,6674,6707,6744,6807
1601,30007,Broadwater County, Montana,5612,5724,5758,5675,5652,5713,5785,5933,6085
1602,30009,Carbon County, Montana,10078,10088,10141,10336,10438,10403,10485,10691,10714
1603,30011,Carter County, Montana,1160,1136,1157,1152,1150,1147,1175,1223,1238
1604,30013,Cascade County, Montana,81327,81694,81611,82189,82058,81887,81536,81604,81643
1605,30015,Chouteau County, Montana,5813,5811,5931,5851,5897,5772,5778,5752,5745
1606,30017,Custer County, Montana,11699,11758,11797,11872,12007,12075,11832,11725,11586
1607,30019,Daniels County, Montana,1751,1761,1775,1778,1798,1751,1735,1739,1747
1608,30021,Dawson County, Montana,8966,9025,9232,9382,9506,9572,9254,8945,8680
1609,30023,Deer Lodge County, Montana,9298,9278,9212,9255,9115,9104,9058,9093,9131
1610,30025,Fallon County, Montana,2890,2930,3026,3047,3110,3171,3086,3008,2920
1611,30027,Fergus County, Montana,11586,11463,11393,11465,11329,11306,11333,11283,11113
1612,30029,Flathead County, Montana,90928,91263,91595,92936,94577,95852,97785,100092,102106
1613,30031,Gallatin County, Montana,89513,91364,92565,94793,97508,100866,104738,108656,111876
1614,30033,Garfield County, Montana,1206,1254,1244,1254,1275,1284,1298,1288,1268
1615,30035,Glacier County, Montana,13399,13576,13668,13792,13709,13646,13720,13675,13747
1616,30037,Golden Valley County, Montana,884,830,827,846,841,818,810,820,826
1617,30039,Granite County, Montana,3079,3084,3047,3074,3151,3170,3289,3358,3378
1618,30041,Hill County, Montana,16096,16395,16399,16540,16507,16439,16437,16463,16347
1619,30043,Jefferson County, Montana,11406,11375,11318,11456,11502,11574,11778,11937,12097
1620,30045,Judith Basin County, Montana,2072,2009,2004,1999,1984,1931,1939,1949,1952
1621,30047,Lake County, Montana,28746,28975,29008,29120,29212,29453,29712,30244,30250
1622,30049,Lewis and Clark County, Montana,63395,64262,64730,65232,65704,66228,66902,67849,68700
1623,30051,Liberty County, Montana,2339,2379,2393,2361,2348,2392,2411,2416,2430
1624,30053,Lincoln County, Montana,19687,19622,19484,19421,19183,19053,19253,19508,19794
1625,30055,McCone County, Montana,1734,1709,1700,1714,1714,1699,1729,1705,1675
1626,30057,Madison County, Montana,7691,7644,7664,7675,7828,8034,8073,8388,8768
1627,30059,Meagher County, Montana,1891,1877,1886,1904,1856,1822,1846,1856,1866
1628,30061,Mineral County, Montana,4223,4216,4124,4224,4190,4187,4119,4245,4316
1629,30063,Missoula County, Montana,109299,110231,111035,111889,112793,114114,116352,117863,118791
1630,30065,Musselshell County, Montana,4538,4746,4691,4681,4645,4630,4651,4645,4651
1631,30067,Park County, Montana,15636,15512,15594,15703,15925,16006,16125,16438,16736
1632,30069,Petroleum County, Montana,494,490,504,504,488,474,492,511,513
1633,30071,Phillips County, Montana,4253,4186,4121,4158,4170,4146,4112,4118,4074
1634,30073,Pondera County, Montana,6153,6193,6151,6217,6137,6097,6032,5980,5972
1635,30075,Powder River County, Montana,1743,1738,1753,1753,1777,1768,1745,1744,1716
1636,30077,Powell County, Montana,7027,7083,7081,6957,6883,6800,6844,6808,6968
1637,30079,Prairie County, Montana,1179,1140,1141,1163,1125,1142,1166,1112,1087
1638,30081,Ravalli County, Montana,40212,40375,40573,40668,40743,41143,41904,42548,43172
1639,30083,Richland County, Montana,9746,10143,10780,11154,11531,11904,11410,11041,10913
1640,30085,Roosevelt County, Montana,10425,10494,10851,11088,11285,11415,11219,11160,11059
1641,30087,Rosebud County, Montana,9233,9333,9357,9306,9328,9353,9246,9259,9063
1642,30089,Sanders County, Montana,11413,11396,11374,11308,11312,11294,11461,11692,11844
1643,30091,Sheridan County, Montana,3384,3417,3549,3625,3660,3671,3607,3501,3424
1644,30093,Silver Bow County, Montana,34200,34405,34477,34580,34758,34691,34714,34915,34993
1645,30095,Stillwater County, Montana,9117,9164,9175,9264,9244,9436,9382,9452,9534
1646,30097,Sweet Grass County, Montana,3651,3586,3582,3658,3640,3620,3614,3683,3710
1647,30099,Teton County, Montana,6073,6060,6057,6050,6031,6068,6023,6114,6162
1648,30101,Toole County, Montana,5324,5151,5216,5122,5117,5079,4952,4881,4853
1649,30103,Treasure County, Montana,718,713,722,693,689,684,680,676,679
1650,30105,Valley County, Montana,7369,7460,7498,7627,7628,7623,7539,7433,7437
1651,30107,Wheatland County, Montana,2168,2132,2090,2123,2090,2110,2127,2184,2236
1652,30109,Wibaux County, Montana,1017,980,1033,1100,1083,1071,1041,1017,1034
1653,30111,Yellowstone County, Montana,147972,149748,151622,153771,155275,156534,157903,159229,160137
1654,31001,Adams County, Nebraska,31364,31204,31347,31534,31396,31569,31663,31774,31511
1655,31003,Antelope County, Nebraska,6685,6621,6550,6472,6419,6413,6343,6348,6336
1656,31005,Arthur County, Nebraska,460,468,479,454,451,451,466,455,465
1657,31007,Banner County, Nebraska,690,655,684,678,670,713,720,734,730
1658,31009,Blaine County, Nebraska,478,475,498,470,490,477,470,478,476
1659,31011,Boone County, Nebraska,5505,5406,5428,5397,5356,5311,5332,5329,5239
1660,31013,Box Butte County, Nebraska,11308,11294,11265,11297,11299,11327,11185,10860,10772
1661,31015,Boyd County, Nebraska,2099,2078,2060,2016,2019,2000,1975,1962,1955
1662,31017,Brown County, Nebraska,3145,3098,3052,2958,2974,2982,2980,3007,2973
1663,31019,Buffalo County, Nebraska,46102,46820,47639,48002,48205,48615,49215,49502,49615
1664,31021,Burt County, Nebraska,6858,6780,6679,6568,6543,6535,6535,6537,6488
1665,31023,Butler County, Nebraska,8395,8255,8251,8230,8178,8056,7996,8040,8058
1666,31025,Cass County, Nebraska,25241,25235,25124,25295,25404,25413,25630,25904,26159
1667,31027,Cedar County, Nebraska,8852,8750,8697,8624,8541,8515,8597,8515,8446
1668,31029,Chase County, Nebraska,3966,3983,4014,3979,3979,3961,3913,3944,3977
1669,31031,Cherry County, Nebraska,5713,5730,5731,5754,5741,5818,5825,5807,5761
1670,31033,Cheyenne County, Nebraska,9998,9988,10072,10065,10112,10136,10044,9657,9310
1671,31035,Clay County, Nebraska,6542,6453,6383,6358,6314,6292,6137,6204,6214
1672,31037,Colfax County, Nebraska,10515,10568,10553,10455,10666,10734,10746,10775,10881
1673,31039,Cuming County, Nebraska,9139,9116,9082,9010,9018,9077,8956,8964,8940
1674,31041,Custer County, Nebraska,10939,10906,10847,10832,10773,10830,10827,10880,10840
1675,31043,Dakota County, Nebraska,21006,20813,20722,20777,20565,20566,20302,20068,20083
1676,31045,Dawes County, Nebraska,9182,9201,9132,9061,9018,8954,8907,8885,8716
1677,31047,Dawson County, Nebraska,24326,24221,23988,24029,23998,23903,23765,23643,23709
1678,31049,Deuel County, Nebraska,1941,1957,1958,1920,1926,1910,1861,1868,1825
1679,31051,Dixon County, Nebraska,6000,5994,5885,5811,5757,5765,5738,5760,5709
1680,31053,Dodge County, Nebraska,36691,36927,36587,36498,36616,36560,36655,36794,36791
1681,31055,Douglas County, Nebraska,517110,524121,530768,536783,543098,549052,555358,560573,566880
1682,31057,Dundy County, Nebraska,2008,1976,1980,1957,1865,1773,1810,1793,1770
1683,31059,Fillmore County, Nebraska,5890,5827,5714,5637,5603,5554,5623,5564,5527
1684,31061,Franklin County, Nebraska,3225,3204,3182,3063,3048,2977,2994,2988,3023
1685,31063,Frontier County, Nebraska,2756,2714,2719,2716,2722,2632,2647,2626,2608
1686,31065,Furnas County, Nebraska,4959,4915,4883,4830,4852,4830,4763,4768,4715
1687,31067,Gage County, Nebraska,22311,21906,21651,21766,21555,21706,21608,21615,21493
1688,31069,Garden County, Nebraska,2057,2062,1982,1923,1908,1916,1907,1897,1897
1689,31071,Garfield County, Nebraska,2049,2010,1994,2022,2000,2014,1994,1999,1987
1690,31073,Gosper County, Nebraska,2044,1991,2079,2017,2004,2025,2025,2027,1996
1691,31075,Grant County, Nebraska,614,634,625,633,626,646,665,649,660
1692,31077,Greeley County, Nebraska,2538,2535,2464,2483,2483,2435,2401,2377,2356
1693,31079,Hall County, Nebraska,58607,59485,60094,60490,61104,61149,61477,61377,61607
1694,31081,Hamilton County, Nebraska,9124,9077,9040,9123,9102,9140,9157,9210,9280
1695,31083,Harlan County, Nebraska,3423,3435,3411,3487,3468,3442,3452,3428,3401
1696,31085,Hayes County, Nebraska,967,952,919,947,910,915,890,893,916
1697,31087,Hitchcock County, Nebraska,2908,2861,2877,2857,2882,2883,2831,2815,2806
1698,31089,Holt County, Nebraska,10435,10442,10376,10382,10361,10268,10230,10186,10178
1699,31091,Hooker County, Nebraska,736,743,718,731,722,714,683,668,682
1700,31093,Howard County, Nebraska,6274,6295,6298,6337,6352,6382,6407,6414,6468
1701,31095,Jefferson County, Nebraska,7547,7550,7533,7512,7299,7213,7166,7164,7097
1702,31097,Johnson County, Nebraska,5217,5217,5185,5166,5221,5240,5214,5176,5134
1703,31099,Kearney County, Nebraska,6489,6546,6508,6485,6587,6556,6558,6513,6544
1704,31101,Keith County, Nebraska,8368,8237,8220,8154,8170,8132,8092,8078,8021
1705,31103,Keya Paha County, Nebraska,824,819,797,790,795,797,792,793,810
1706,31105,Kimball County, Nebraska,3821,3807,3802,3694,3726,3716,3675,3601,3618
1707,31107,Knox County, Nebraska,8701,8574,8573,8553,8473,8468,8484,8458,8419
1708,31109,Lancaster County, Nebraska,285407,289884,293430,297120,302644,306136,310440,313977,317272
1709,31111,Lincoln County, Nebraska,36288,36029,35975,35938,35652,35512,35501,35314,35185
1710,31113,Logan County, Nebraska,763,779,785,777,767,790,789,762,749
1711,31115,Loup County, Nebraska,632,616,605,587,596,606,615,605,618
1712,31117,McPherson County, Nebraska,539,551,509,528,510,489,503,494,492
1713,31119,Madison County, Nebraska,34876,35006,35088,35158,35100,35021,35036,35272,35392
1714,31121,Merrick County, Nebraska,7845,7755,7840,7825,7784,7801,7834,7861,7733
1715,31123,Morrill County, Nebraska,5042,4985,4934,4926,4919,4925,4865,4808,4686
1716,31125,Nance County, Nebraska,3735,3731,3673,3558,3527,3573,3563,3576,3532
1717,31127,Nemaha County, Nebraska,7248,7237,7150,7148,7129,7002,6971,6961,6958
1718,31129,Nuckolls County, Nebraska,4500,4447,4430,4384,4347,4316,4259,4260,4195
1719,31131,Otoe County, Nebraska,15740,15739,15689,15688,15780,15840,15941,15932,15985
1720,31133,Pawnee County, Nebraska,2773,2791,2791,2750,2725,2690,2698,2633,2632
1721,31135,Perkins County, Nebraska,2970,2947,2933,2894,2878,2937,2898,2894,2929
1722,31137,Phelps County, Nebraska,9188,9140,9210,9179,9162,9214,9187,9042,8996
1723,31139,Pierce County, Nebraska,7266,7193,7187,7180,7202,7189,7142,7108,7142
1724,31141,Platte County, Nebraska,32237,32513,32674,32603,32752,32890,33028,33282,33363
1725,31143,Polk County, Nebraska,5406,5340,5269,5246,5272,5179,5203,5344,5278
1726,31145,Red Willow County, Nebraska,11055,11048,11044,11053,10900,10886,10770,10750,10726
1727,31147,Richardson County, Nebraska,8363,8341,8283,8132,8108,8022,7999,7981,7937
1728,31149,Rock County, Nebraska,1526,1480,1426,1440,1449,1417,1404,1422,1360
1729,31151,Saline County, Nebraska,14200,14327,14423,14305,14303,14204,14227,14357,14350
1730,31153,Sarpy County, Nebraska,158840,162555,165662,169001,171872,175245,178503,181678,184459
1731,31155,Saunders County, Nebraska,20780,20839,20795,20876,20858,20946,20993,21019,21303
1732,31157,Scotts Bluff County, Nebraska,36970,36952,36902,36850,36435,36230,36409,36213,35989
1733,31159,Seward County, Nebraska,16750,16703,16894,16991,17008,16995,17110,17202,17318
1734,31161,Sheridan County, Nebraska,5469,5361,5329,5209,5253,5216,5231,5278,5190
1735,31163,Sherman County, Nebraska,3152,3101,3078,3061,3034,3036,3011,3090,3038
1736,31165,Sioux County, Nebraska,1311,1319,1323,1330,1321,1276,1259,1201,1187
1737,31167,Stanton County, Nebraska,6129,6175,6090,6088,6098,5942,5971,5977,5970
1738,31169,Thayer County, Nebraska,5228,5168,5144,5177,5211,5127,5079,5036,5039
1739,31171,Thomas County, Nebraska,647,698,701,705,701,695,727,730,720
1740,31173,Thurston County, Nebraska,6940,6903,6925,6873,6961,7072,7141,7225,7303
1741,31175,Valley County, Nebraska,4260,4228,4216,4181,4217,4168,4200,4230,4190
1742,31177,Washington County, Nebraska,20234,19917,19948,19852,19929,19922,20227,20351,20667
1743,31179,Wayne County, Nebraska,9595,9453,9502,9444,9405,9373,9395,9260,9403
1744,31181,Webster County, Nebraska,3812,3757,3734,3643,3645,3592,3567,3520,3533
1745,31183,Wheeler County, Nebraska,818,815,797,779,786,779,804,816,805
1746,31185,York County, Nebraska,13665,13784,13836,13853,13918,13796,13738,13770,13772
1747,32001,Churchill County, Nevada,24877,24591,24243,23923,23819,23934,23869,23989,24440
1748,32003,Clark County, Nevada,1951269,1962010,1989693,2018003,2054263,2098105,2140547,2183310,2231647
1749,32005,Douglas County, Nevada,46997,46969,46911,46938,47382,47424,47848,48018,48467
1750,32007,Elko County, Nevada,48818,49436,50980,52356,52557,51747,52123,52371,52460
1751,32009,Esmeralda County, Nevada,783,770,792,848,825,830,826,843,826
1752,32011,Eureka County, Nevada,1987,1977,1991,2049,1988,2029,1936,1950,2003
1753,32013,Humboldt County, Nevada,16528,16638,17072,17357,17219,17023,16792,16702,16786
1754,32015,Lander County, Nevada,5775,5841,5923,6065,5973,5884,5696,5604,5575
1755,32017,Lincoln County, Nevada,5345,5266,5370,5268,5197,5137,5154,5182,5201
1756,32019,Lyon County, Nevada,51980,51380,50969,51094,51339,51986,52726,53915,55808
1757,32021,Mineral County, Nevada,4772,4627,4657,4553,4469,4422,4380,4454,4514
1758,32023,Nye County, Nevada,43946,43972,43588,42876,42851,42988,43289,44051,45346
1759,32027,Pershing County, Nevada,6753,6612,6754,6845,6706,6624,6584,6473,6666
1760,32029,Storey County, Nevada,4010,3906,3839,3795,3803,3878,3992,4003,4029
1761,32031,Washoe County, Nevada,421407,424000,427452,431223,436493,442728,450142,457333,465735
1762,32033,White Pine County, Nevada,10030,10125,10013,10043,10032,9858,9721,9599,9475
1763,32510,Carson City, Nevada,55274,54679,54319,53736,54096,54069,54147,54608,55414
1764,33001,Belknap County, New Hampshire,60088,60327,60434,60236,60285,60347,60700,60845,61022
1765,33003,Carroll County, New Hampshire,47818,47676,47693,47520,47429,47392,47493,48109,48779
1766,33005,Cheshire County, New Hampshire,77117,76927,76902,76714,76424,76261,75950,76185,76493
1767,33007,Coos County, New Hampshire,33055,32507,31984,31957,32783,32332,31903,31584,31589
1768,33009,Grafton County, New Hampshire,89118,89268,89621,89900,89926,89415,89982,89947,89786
1769,33011,Hillsborough County, New Hampshire,400721,402492,404106,405065,407071,408811,411150,413157,415247
1770,33013,Merrimack County, New Hampshire,146445,146858,147106,147511,148141,148670,149150,150169,151132
1771,33015,Rockingham County, New Hampshire,295223,296138,298123,299420,301481,302930,304778,307281,309176
1772,33017,Strafford County, New Hampshire,123143,124112,124753,125022,126523,126978,128175,129421,130090
1773,33019,Sullivan County, New Hampshire,43742,43510,43240,43063,43160,43158,43092,43069,43144
1774,34001,Atlantic County, New Jersey,274549,274606,274651,274369,272656,270471,267813,266328,265429
1775,34003,Bergen County, New Jersey,905116,912033,916408,920203,923757,926997,928979,933569,936692
1776,34005,Burlington County, New Jersey,448734,450149,450517,448850,448224,446923,446108,445196,445384
1777,34007,Camden County, New Jersey,513657,512726,511769,510128,508554,507784,507075,506343,507078
1778,34009,Cape May County, New Jersey,97265,96490,96230,95506,94923,94180,93679,93184,92560
1779,34011,Cumberland County, New Jersey,156898,157045,156941,156120,156086,154838,153355,151748,150972
1780,34013,Essex County, New Jersey,783969,785531,785137,786817,788975,790508,792617,795908,799767
1781,34015,Gloucester County, New Jersey,288288,289478,289627,289720,290530,290823,290647,290850,291408
1782,34017,Hudson County, New Jersey,634266,645600,652416,657217,660502,664744,668928,672922,676061
1783,34019,Hunterdon County, New Jersey,128349,127314,126596,126381,125847,125396,124668,124628,124714
1784,34021,Mercer County, New Jersey,366513,367384,368604,369517,369017,368352,368028,368602,369811
1785,34023,Middlesex County, New Jersey,809858,815082,819347,821844,824349,825867,825907,827684,829685
1786,34025,Monmouth County, New Jersey,630380,629102,627663,626980,625647,624320,623286,622327,621354
1787,34027,Morris County, New Jersey,492276,494809,495679,496114,494982,494432,494046,494225,494228
1788,34029,Ocean County, New Jersey,576567,578849,579860,582022,584449,587137,590990,595470,601651
1789,34031,Passaic County, New Jersey,501226,503282,503651,504006,504758,504588,503853,503694,503310
1790,34033,Salem County, New Jersey,66083,65866,65410,64789,64328,63720,63189,62838,62607
1791,34035,Somerset County, New Jersey,323444,326153,327341,329024,329342,329678,329996,330700,331164
1792,34037,Sussex County, New Jersey,149265,148122,146943,145615,144578,142996,141932,141185,140799
1793,34039,Union County, New Jersey,536499,540024,543129,546237,548282,550367,553343,555273,558067
1794,34041,Warren County, New Jersey,108692,108138,107564,106903,106994,106748,106077,105869,105779
1795,35001,Bernalillo County, New Mexico,662564,670278,673697,676497,676229,676678,678165,678686,678701
1796,35003,Catron County, New Mexico,3725,3719,3638,3589,3550,3480,3522,3567,3578
1797,35005,Chaves County, New Mexico,65645,65739,65800,66059,65880,65878,65697,65153,64689
1798,35006,Cibola County, New Mexico,27213,27488,27414,27419,27158,27047,27043,26895,26746
1799,35007,Colfax County, New Mexico,13750,13627,13257,13082,12718,12449,12280,12206,12110
1800,35009,Curry County, New Mexico,48376,49806,50799,50775,51115,50299,50303,49842,49437
1801,35011,De Baca County, New Mexico,2022,1998,1955,1927,1859,1871,1833,1813,1781
1802,35013,Doña Ana County, New Mexico,209233,213127,214507,214394,214084,214151,214748,216186,217522
1803,35015,Eddy County, New Mexico,53829,54056,54416,55668,56690,57724,57667,57205,57900
1804,35017,Grant County, New Mexico,29514,29338,29245,29096,28863,28361,28043,27692,27346
1805,35019,Guadalupe County, New Mexico,4687,4625,4592,4532,4443,4351,4368,4409,4341
1806,35021,Harding County, New Mexico,695,713,700,691,693,719,687,687,655
1807,35023,Hidalgo County, New Mexico,4894,4842,4778,4623,4549,4436,4326,4305,4240
1808,35025,Lea County, New Mexico,64727,65130,66382,68644,70211,71496,70254,69057,69611
1809,35027,Lincoln County, New Mexico,20497,20409,20200,19981,19605,19365,19399,19483,19556
1810,35028,Los Alamos County, New Mexico,17950,18229,18238,17950,17807,17830,18239,18804,19101
1811,35029,Luna County, New Mexico,25095,25105,24926,24607,24448,24382,24379,24148,23963
1812,35031,McKinley County, New Mexico,71492,72328,72374,72674,72807,73461,73106,72574,72290
1813,35033,Mora County, New Mexico,4881,4780,4685,4697,4616,4613,4539,4542,4506
1814,35035,Otero County, New Mexico,63797,65644,66226,66326,65362,64739,65644,66198,66781
1815,35037,Quay County, New Mexico,9041,9044,8807,8676,8466,8446,8390,8310,8253
1816,35039,Rio Arriba County, New Mexico,40246,40246,40197,40069,39739,39364,39233,39191,39006
1817,35041,Roosevelt County, New Mexico,19846,20432,20323,20028,19656,19140,19143,18905,18743
1818,35043,Sandoval County, New Mexico,131561,134312,135381,136326,137039,138531,140471,142624,145179
1819,35045,San Juan County, New Mexico,130044,129694,129748,129468,129094,128261,127973,126902,125043
1820,35047,San Miguel County, New Mexico,29393,29354,29098,28829,28505,28233,28058,27782,27591
1821,35049,Santa Fe County, New Mexico,144170,145837,146722,147487,147819,148206,148888,149617,150056
1822,35051,Sierra County, New Mexico,11988,12025,11857,11528,11267,11235,11113,11090,10968
