GEOID10,CountyCode,CountyName,Total_Population,Low_Acess_Population,Low_Income_Low_Acess,mrfei
26049012202,26049,Genesse,,,,25.0
26049012310,26049,Genesse,,,,18.18181818
26049012311,26049,Genesse,,,,13.33333333
26049012401,26049,Genesse,,,,0.0
26049012402,26049,Genesse,,,,25.0
26049012501,26049,Genesse,,,,0.0
26049012503,26049,Genesse,,,,0.0
26049012504,26049,Genesse,,,,0.0
26049012601,26049,Genesse,,,,14.28571429
26049012602,26049,Genesse,,,,0.0
26049012603,26049,Genesse,,,,14.28571429
26049012702,26049,Genesse,,,,15.38461538
26049012703,26049,Genesse,,,,11.11111111
26049012704,26049,Genesse,,,,0.0
26049012801,26049,Genesse,,,,0.0
26049012802,26049,Genesse,,,,33.33333333
26049012904,26049,Genesse,,,,20.0
26049012905,26049,Genesse,,,,12.5
26049012906,26049,Genesse,,,,0.0
26049012907,26049,Genesse,,,,
26049013001,26049,Genesse,,,,0.0
26049013002,26049,Genesse,,,,0.0
26049013110,26049,Genesse,,,,50.0
26049013111,26049,Genesse,,,,0.0
26049013112,26049,Genesse,,,,37.5
26049013113,26049,Genesse,,,,20.0
26049013202,26049,Genesse,,,,0.0
26049013204,26049,Genesse,,,,6.25
26049013301,26049,Genesse,,,,0.0
26049013401,26049,Genesse,,,,40.0
26049013402,26049,Genesse,,,,20.0
26049013500,26049,Genesse,,,,
26049013600,26049,Genesse,,,,
26049980000,26049,Genesse,,,,
26049980100,26049,Genesse,,,,
26087330000,26087,Lapeer,,,,33.33333333
26087330500,26087,Lapeer,,,,0.0
26087331000,26087,Lapeer,,,,33.33333333
26087331500,26087,Lapeer,,,,0.0
26087332000,26087,Lapeer,,,,20.0
26087332500,26087,Lapeer,,,,33.33333333
26087333000,26087,Lapeer,,,,0.0
26087333500,26087,Lapeer,,,,0.0
26087334000,26087,Lapeer,,,,0.0
26087334500,26087,Lapeer,,,,0.0
26087336000,26087,Lapeer,,,,0.0
26087336500,26087,Lapeer,,,,
26087337000,26087,Lapeer,4547.0,1258.0,69.0,17.64705882
26087337500,26087,Lapeer,,,,20.0
26087338000,26087,Lapeer,,,,20.0
26087338500,26087,Lapeer,,,,
26087339000,26087,Lapeer,,,,15.38461538
26087339500,26087,Lapeer,3869.0,1468.0,113.0,12.5
26087340000,26087,Lapeer,,,,20.0
26087340500,26087,Lapeer,,,,0.0
26087341000,26087,Lapeer,,,,0.0
26087341500,26087,Lapeer,,,,25.0
26087342000,26087,Lapeer,,,,0.0
26087342100,26087,Lapeer,,,,
26091060100,26091,Lenawee,,,,0.0
26091060301,26091,Lenawee,,,,
26091060302,26091,Lenawee,,,,
26091060401,26091,Lenawee,,,,
26091060402,26091,Lenawee,,,,
26091060500,26091,Lenawee,,,,0.0
26091060600,26091,Lenawee,,,,0.0
26091060700,26091,Lenawee,,,,0.0
26091060800,26091,Lenawee,3728.0,2307.0,212.0,0.0
26091061200,26091,Lenawee,,,,0.0
26091061301,26091,Lenawee,5424.0,2766.0,371.0,0.0
26091061302,26091,Lenawee,,,,0.0
26091061400,26091,Lenawee,3916.0,1138.0,60.0,0.0
26091061500,26091,Lenawee,,,,0.0
26091061600,26091,Lenawee,,,,12.0
26091061700,26091,Lenawee,,,,11.53846154
26091061800,26091,Lenawee,,,,0.0
26091061900,26091,Lenawee,,,,0.0
26091062000,26091,Lenawee,,,,0.0
26091062100,26091,Lenawee,,,,
26091062200,26091,Lenawee,,,,
26091062300,26091,Lenawee,,,,
26091062400,26091,Lenawee,,,,
26093710100,26093,Livingston,,,,
26093710300,26093,Livingston,,,,100.0
26093710500,26093,Livingston,,,,
26093710700,26093,Livingston,,,,
26093711000,26093,Livingston,,,,0.0
26093712101,26093,Livingston,,,,
26093712102,26093,Livingston,,,,
26093712601,26093,Livingston,,,,
26093712602,26093,Livingston,,,,
26093713100,26093,Livingston,,,,7.142857143
26093713300,26093,Livingston,,,,8.333333333
26093713500,26093,Livingston,,,,11.11111111
26093713700,26093,Livingston,,,,10.0
26093720100,26093,Livingston,,,,
26093721100,26093,Livingston,,,,
26093722100,26093,Livingston,,,,25.0
26093722300,26093,Livingston,,,,20.0
26093722500,26093,Livingston,,,,0.0
26093724001,26093,Livingston,,,,
26093724002,26093,Livingston,,,,
26093724003,26093,Livingston,,,,
26093725000,26093,Livingston,,,,16.66666667
26093725100,26093,Livingston,,,,11.11111111
26093730101,26093,Livingston,,,,
26093730102,26093,Livingston,,,,
26093730600,26093,Livingston,,,,25.0
26093731100,26093,Livingston,,,,
26093732100,26093,Livingston,,,,0.0
26093733100,26093,Livingston,,,,20.0
26093733601,26093,Livingston,,,,
26093733602,26093,Livingston,,,,
26093740200,26093,Livingston,,,,0.0
26093740300,26093,Livingston,,,,0.0
26093740500,26093,Livingston,,,,0.0
26093740600,26093,Livingston,,,,
26093740700,26093,Livingston,,,,0.0
26093740800,26093,Livingston,,,,10.0
26093740900,26093,Livingston,,,,13.63636364
26093741100,26093,Livingston,,,,4.761904762
26093741601,26093,Livingston,,,,
26093741602,26093,Livingston,,,,
26093742201,26093,Livingston,,,,
26093742202,26093,Livingston,,,,
26093742401,26093,Livingston,,,,
26093742402,26093,Livingston,,,,
26093742500,26093,Livingston,,,,
26093742700,26093,Livingston,,,,50.0
26093742900,26093,Livingston,,,,0.0
26093743300,26093,Livingston,,,,
26093743400,26093,Livingston,,,,
26093743500,26093,Livingston,,,,0.0
26093743600,26093,Livingston,,,,25.0
26093743700,26093,Livingston,,,,
26093743800,26093,Livingston,,,,66.66666667
26093743900,26093,Livingston,,,,33.33333333
26093744200,26093,Livingston,,,,18.75
26093744400,26093,Livingston,,,,17.64705882
26093744600,26093,Livingston,,,,23.07692308
26093744700,26093,Livingston,,,,0.0
26093744800,26093,Livingston,,,,0.0
26093744900,26093,Livingston,,,,16.66666667
26099206700,26099,Macomb,,,,0.0
26099210000,26099,Macomb,,,,0.0
26099211000,26099,Macomb,,,,8.333333333
26099212000,26099,Macomb,,,,60.0
26099214000,26099,Macomb,,,,40.0
26099214500,26099,Macomb,,,,50.0
26099215000,26099,Macomb,,,,33.33333333
26099215200,26099,Macomb,,,,25.0
26099215300,26099,Macomb,,,,11.11111111
26099215500,26099,Macomb,,,,25.0
26099216000,26099,Macomb,,,,50.0
26099217000,26099,Macomb,,,,10.0
26099218000,26099,Macomb,5682.0,5682.0,569.0,18.18181818
26099220001,26099,Macomb,,,,
26099220002,26099,Macomb,,,,
26099221100,26099,Macomb,,,,5.882352941
26099221200,26099,Macomb,,,,0.0
26099221500,26099,Macomb,,,,0.0
26099221800,26099,Macomb,,,,11.11111111
26099222101,26099,Macomb,,,,
26099222102,26099,Macomb,,,,
26099222500,26099,Macomb,,,,20.0
26099222800,26099,Macomb,,,,0.0
26099223400,26099,Macomb,,,,9.090909091
26099223500,26099,Macomb,,,,0.0
26099223800,26099,Macomb,,,,25.0
26099223900,26099,Macomb,,,,6.666666667
26099224000,26099,Macomb,,,,5.555555556
26099224100,26099,Macomb,,,,14.28571429
26099224200,26099,Macomb,,,,12.5
26099224300,26099,Macomb,,,,0.0
26099224400,26099,Macomb,,,,0.0
26099224500,26099,Macomb,,,,18.18181818
26099224600,26099,Macomb,,,,20.0
26099225100,26099,Macomb,,,,21.05263158
26099225200,26099,Macomb,,,,21.05263158
26099225300,26099,Macomb,,,,0.0
26099225400,26099,Macomb,,,,16.66666667
26099225500,26099,Macomb,,,,0.0
26099225600,26099,Macomb,,,,11.11111111
26099225701,26099,Macomb,,,,
26099225702,26099,Macomb,,,,
26099225800,26099,Macomb,,,,3.448275862
26099225900,26099,Macomb,,,,3.846153846
26099226100,26099,Macomb,,,,14.28571429
26099226400,26099,Macomb,,,,5.882352941
26099226700,26099,Macomb,,,,5.0
26099227000,26099,Macomb,,,,0.0
26099227300,26099,Macomb,,,,8.571428571
26099228000,26099,Macomb,,,,4.761904762
26099228100,26099,Macomb,,,,5.0
26099230000,26099,Macomb,,,,6.52173913
26099230200,26099,Macomb,,,,0.0
26099230300,26099,Macomb,,,,7.692307692
26099230400,26099,Macomb,,,,15.38461538
26099230500,26099,Macomb,,,,4.545454545
26099230601,26099,Macomb,,,,
26099230602,26099,Macomb,,,,
26099230700,26099,Macomb,,,,12.5
26099230800,26099,Macomb,,,,10.0
26099230900,26099,Macomb,,,,0.0
26099231000,26099,Macomb,,,,0.0
26099231100,26099,Macomb,,,,12.5
26099231200,26099,Macomb,,,,4.347826087
26099231400,26099,Macomb,,,,6.666666667
26099231500,26099,Macomb,,,,8.695652174
26099231600,26099,Macomb,,,,12.0
26099231700,26099,Macomb,,,,13.63636364
26099231800,26099,Macomb,,,,5.0
26099231900,26099,Macomb,,,,0.0
26099232000,26099,Macomb,,,,0.0
26099232100,26099,Macomb,,,,10.0
26099232200,26099,Macomb,,,,0.0
26099232300,26099,Macomb,,,,9.090909091
26099232400,26099,Macomb,,,,8.695652174
26099232500,26099,Macomb,,,,14.28571429
26099233000,26099,Macomb,,,,7.142857143
26099240000,26099,Macomb,4661.0,3981.0,724.0,7.142857143
26099240300,26099,Macomb,,,,12.0
26099240400,26099,Macomb,,,,18.18181818
26099240500,26099,Macomb,,,,16.66666667
26099240600,26099,Macomb,,,,14.28571429
26099240700,26099,Macomb,,,,0.0
26099240800,26099,Macomb,,,,9.090909091
26099240900,26099,Macomb,,,,9.523809524
26099241000,26099,Macomb,,,,4.761904762
26099241200,26099,Macomb,,,,8.571428571
26099241300,26099,Macomb,,,,10.52631579
26099241400,26099,Macomb,,,,8.333333333
26099241500,26099,Macomb,,,,14.28571429
26099241600,26099,Macomb,,,,7.142857143
26099241700,26099,Macomb,,,,4.0
26099241800,26099,Macomb,,,,0.0
26099241900,26099,Macomb,,,,3.333333333
26099242000,26099,Macomb,,,,11.11111111
26099242100,26099,Macomb,,,,0.0
26099242500,26099,Macomb,,,,15.15151515
26099243000,26099,Macomb,,,,10.0
26099243500,26099,Macomb,,,,0.0
26099244000,26099,Macomb,,,,0.0
26099245000,26099,Macomb,3583.0,3583.0,877.0,0.0
26099245100,26099,Macomb,4182.0,3329.0,427.0,0.0
26099245200,26099,Macomb,,,,0.0
26099245300,26099,Macomb,,,,3.571428571
26099245400,26099,Macomb,1588.0,1588.0,315.0,0.0
26099247100,26099,Macomb,1462.0,1024.0,160.0,11.11111111
26099247200,26099,Macomb,,,,12.5
26099247300,26099,Macomb,,,,0.0
26099247400,26099,Macomb,,,,25.0
26099247500,26099,Macomb,,,,25.0
26099247601,26099,Macomb,,,,
26099247602,26099,Macomb,,,,
26099250000,26099,Macomb,,,,
26099250100,26099,Macomb,,,,0.0
26099250200,26099,Macomb,,,,14.28571429
26099250300,26099,Macomb,,,,12.5
26099250400,26099,Macomb,,,,17.39130435
26099250500,26099,Macomb,,,,15.78947368
26099250600,26099,Macomb,,,,0.0
26099250700,26099,Macomb,,,,16.66666667
26099250800,26099,Macomb,,,,16.66666667
26099250900,26099,Macomb,,,,14.28571429
26099251000,26099,Macomb,,,,15.38461538
26099251100,26099,Macomb,,,,22.22222222
26099251200,26099,Macomb,,,,0.0
26099251300,26099,Macomb,,,,20.0
26099251400,26099,Macomb,,,,0.0
26099251500,26099,Macomb,,,,0.0
26099251600,26099,Macomb,,,,5.555555556
26099251700,26099,Macomb,,,,15.0
26099251800,26099,Macomb,,,,4.166666667
26099251900,26099,Macomb,,,,4.0
26099252000,26099,Macomb,,,,14.28571429
26099252100,26099,Macomb,,,,11.11111111
26099252200,26099,Macomb,,,,20.0
26099254000,26099,Macomb,,,,13.33333333
26099254100,26099,Macomb,,,,22.22222222
26099254200,26099,Macomb,,,,15.38461538
26099254500,26099,Macomb,,,,11.76470588
26099255000,26099,Macomb,,,,13.51351351
26099255100,26099,Macomb,,,,16.66666667
26099255200,26099,Macomb,,,,13.63636364
26099255300,26099,Macomb,,,,0.0
26099255400,26099,Macomb,,,,5.555555556
26099255500,26099,Macomb,,,,0.0
26099255600,26099,Macomb,3280.0,3280.0,334.0,10.0
26099255700,26099,Macomb,1899.0,1187.0,24.0,11.76470588
26099255800,26099,Macomb,,,,20.0
26099255900,26099,Macomb,,,,19.04761905
26099256000,26099,Macomb,,,,0.0
26099256100,26099,Macomb,,,,0.0
26099256200,26099,Macomb,,,,25.0
26099256300,26099,Macomb,,,,22.22222222
26099256400,26099,Macomb,,,,
26099256500,26099,Macomb,,,,0.0
26099256600,26099,Macomb,,,,12.5
26099256700,26099,Macomb,,,,16.66666667
26099256800,26099,Macomb,,,,0.0
26099258000,26099,Macomb,,,,12.5
26099258100,26099,Macomb,,,,0.0
26099258200,26099,Macomb,,,,0.0
26099258300,26099,Macomb,,,,20.0
26099258400,26099,Macomb,,,,5.882352941
26099258500,26099,Macomb,,,,6.25
26099258600,26099,Macomb,,,,4.545454545
26099258700,26099,Macomb,,,,0.0
26099258800,26099,Macomb,,,,0.0
26099258900,26099,Macomb,,,,6.666666667
26099260000,26099,Macomb,,,,12.5
26099260100,26099,Macomb,,,,11.11111111
26099260200,26099,Macomb,,,,15.38461538
26099260300,26099,Macomb,,,,16.66666667
26099260400,26099,Macomb,,,,4.166666667
26099260600,26099,Macomb,,,,0.0
26099260700,26099,Macomb,,,,0.0
26099260800,26099,Macomb,,,,0.0
26099260900,26099,Macomb,,,,9.090909091
26099261000,26099,Macomb,,,,6.666666667
26099261100,26099,Macomb,,,,5.555555556
26099261200,26099,Macomb,,,,10.0
26099261300,26099,Macomb,,,,13.33333333
26099261400,26099,Macomb,,,,8.333333333
26099261500,26099,Macomb,,,,0.0
26099261600,26099,Macomb,,,,0.0
26099261700,26099,Macomb,,,,7.692307692
26099261800,26099,Macomb,,,,15.38461538
26099261900,26099,Macomb,,,,10.52631579
26099262000,26099,Macomb,,,,6.666666667
26099262100,26099,Macomb,,,,5.263157895
26099262200,26099,Macomb,,,,12.5
26099262300,26099,Macomb,,,,9.090909091
26099262400,26099,Macomb,,,,5.263157895
26099262500,26099,Macomb,,,,8.333333333
26099262600,26099,Macomb,,,,11.76470588
26099262700,26099,Macomb,,,,9.090909091
26099262800,26099,Macomb,,,,0.0
26099262900,26099,Macomb,,,,18.18181818
26099263200,26099,Macomb,,,,14.28571429
26099263400,26099,Macomb,,,,10.0
26099263500,26099,Macomb,,,,13.04347826
26099263600,26099,Macomb,,,,16.0
26099263700,26099,Macomb,,,,10.52631579
26099263800,26099,Macomb,,,,18.18181818
26099263900,26099,Macomb,,,,7.692307692
26099264000,26099,Macomb,,,,25.0
26099264200,26099,Macomb,,,,10.0
26099267600,26099,Macomb,,,,0.0
26099268000,26099,Macomb,,,,4.545454545
26099268100,26099,Macomb,,,,7.142857143
26099268200,26099,Macomb,,,,
26099268300,26099,Macomb,,,,
26099268400,26099,Macomb,,,,
26099982000,26099,Macomb,,,,
26099982100,26099,Macomb,,,,
26099982200,26099,Macomb,,,,
26099982300,26099,Macomb,,,,
26115830100,26115,Monroe,,,,20.0
26115830200,26115,Monroe,,,,0.0
26115830300,26115,Monroe,,,,14.28571429
26115830400,26115,Monroe,,,,25.0
26115830500,26115,Monroe,,,,0.0
26115830600,26115,Monroe,,,,0.0
26115830700,26115,Monroe,,,,16.66666667
26115830800,26115,Monroe,,,,18.18181818
26115830900,26115,Monroe,,,,0.0
26115831000,26115,Monroe,,,,0.0
26115831100,26115,Monroe,,,,37.5
26115831200,26115,Monroe,,,,20.0
26115831300,26115,Monroe,,,,14.28571429
26115831400,26115,Monroe,,,,19.35483871
26115831500,26115,Monroe,,,,18.91891892
26115831600,26115,Monroe,,,,8.333333333
26115831700,26115,Monroe,,,,9.090909091
26115831800,26115,Monroe,,,,0.0
26115831900,26115,Monroe,,,,11.11111111
26115832000,26115,Monroe,,,,12.5
26115832100,26115,Monroe,,,,19.04761905
26115832200,26115,Monroe,,,,23.52941176
26115832300,26115,Monroe,,,,26.66666667
26115832400,26115,Monroe,,,,22.22222222
26115832500,26115,Monroe,,,,11.11111111
26115832600,26115,Monroe,,,,0.0
26115832700,26115,Monroe,,,,0.0
26115832800,26115,Monroe,,,,0.0
26115832900,26115,Monroe,,,,33.33333333
26115833000,26115,Monroe,,,,25.0
26115833100,26115,Monroe,,,,16.66666667
26115833200,26115,Monroe,,,,0.0
26115833300,26115,Monroe,,,,14.28571429
26115833500,26115,Monroe,,,,16.66666667
26115833600,26115,Monroe,,,,
26115833700,26115,Monroe,,,,0.0
26115833800,26115,Monroe,,,,0.0
26115833900,26115,Monroe,,,,20.0
26125120000,26125,Oakland,,,,33.33333333
26125120300,26125,Oakland,,,,0.0
26125121000,26125,Oakland,,,,15.38461538
26125121400,26125,Oakland,,,,14.28571429
26125121500,26125,Oakland,,,,7.142857143
26125121700,26125,Oakland,,,,
26125121800,26125,Oakland,,,,
26125122200,26125,Oakland,,,,25.0
26125122400,26125,Oakland,,,,50.0
26125122700,26125,Oakland,,,,0.0
26125122900,26125,Oakland,,,,16.66666667
26125123000,26125,Oakland,,,,0.0
26125123100,26125,Oakland,,,,14.28571429
26125124000,26125,Oakland,,,,0.0
26125124500,26125,Oakland,,,,0.0
26125125000,26125,Oakland,,,,
26125125600,26125,Oakland,,,,
26125126200,26125,Oakland,,,,16.66666667
26125126300,26125,Oakland,,,,14.28571429
26125126400,26125,Oakland,,,,0.0
26125126500,26125,Oakland,,,,
26125127000,26125,Oakland,,,,0.0
26125127100,26125,Oakland,,,,0.0
26125127200,26125,Oakland,,,,18.18181818
26125127300,26125,Oakland,,,,15.38461538
26125127400,26125,Oakland,,,,14.28571429
26125127500,26125,Oakland,,,,8.333333333
26125127600,26125,Oakland,,,,0.0
26125127700,26125,Oakland,,,,7.692307692
26125128000,26125,Oakland,,,,25.0
26125128100,26125,Oakland,,,,33.33333333
26125128200,26125,Oakland,,,,16.66666667
26125128300,26125,Oakland,,,,12.5
26125128400,26125,Oakland,,,,6.25
26125128500,26125,Oakland,,,,0.0
26125128600,26125,Oakland,,,,0.0
26125128700,26125,Oakland,,,,20.0
26125128800,26125,Oakland,,,,11.53846154
26125128900,26125,Oakland,,,,0.0
26125129000,26125,Oakland,,,,7.692307692
26125130000,26125,Oakland,,,,0.0
26125130100,26125,Oakland,,,,18.18181818
26125130200,26125,Oakland,,,,66.66666667
26125130300,26125,Oakland,,,,20.0
26125130400,26125,Oakland,,,,0.0
26125130500,26125,Oakland,,,,16.66666667
26125130600,26125,Oakland,,,,33.33333333
26125130700,26125,Oakland,,,,11.11111111
26125131100,26125,Oakland,,,,33.33333333
26125131300,26125,Oakland,,,,14.28571429
26125131400,26125,Oakland,,,,0.0
26125131500,26125,Oakland,,,,0.0
26125131600,26125,Oakland,,,,
26125131800,26125,Oakland,,,,37.5
26125132100,26125,Oakland,,,,26.66666667
26125132500,26125,Oakland,,,,28.57142857
26125132600,26125,Oakland,,,,12.5
26125132700,26125,Oakland,,,,16.66666667
26125133001,26125,Oakland,,,,
26125133002,26125,Oakland,,,,
26125133003,26125,Oakland,,,,
26125133100,26125,Oakland,,,,10.25641026
26125134000,26125,Oakland,,,,10.0
26125134300,26125,Oakland,,,,0.0
26125134400,26125,Oakland,,,,16.0
26125134500,26125,Oakland,,,,25.0
26125134600,26125,Oakland,,,,15.38461538
26125134700,26125,Oakland,,,,15.38461538
26125134800,26125,Oakland,,,,16.66666667
26125134900,26125,Oakland,,,,11.76470588
26125135000,26125,Oakland,,,,
26125135100,26125,Oakland,,,,
26125135200,26125,Oakland,,,,
26125135300,26125,Oakland,,,,
26125136000,26125,Oakland,,,,8.0
26125136101,26125,Oakland,,,,
26125136102,26125,Oakland,,,,
26125136300,26125,Oakland,,,,0.0
26125136500,26125,Oakland,,,,5.882352941
26125136600,26125,Oakland,,,,6.52173913
26125136700,26125,Oakland,,,,18.75
26125136800,26125,Oakland,,,,7.692307692
26125137100,26125,Oakland,,,,13.04347826
26125137400,26125,Oakland,,,,0.0
26125137700,26125,Oakland,,,,0.0
26125137800,26125,Oakland,,,,28.57142857
26125138100,26125,Oakland,,,,6.666666667
26125138301,26125,Oakland,,,,
26125138302,26125,Oakland,,,,
26125138600,26125,Oakland,,,,16.66666667
26125139200,26125,Oakland,,,,6.666666667
26125139400,26125,Oakland,,,,7.692307692
26125140100,26125,Oakland,,,,3.448275862
26125140301,26125,Oakland,,,,
26125140302,26125,Oakland,,,,
26125140500,26125,Oakland,,,,10.71428571
26125140600,26125,Oakland,,,,10.0
26125140700,26125,Oakland,,,,0.0
26125140800,26125,Oakland,,,,0.0
26125140900,26125,Oakland,,,,
26125141000,26125,Oakland,,,,11.53846154
26125141100,26125,Oakland,,,,15.38461538
26125141200,26125,Oakland,,,,0.0
26125141300,26125,Oakland,,,,17.64705882
26125141400,26125,Oakland,4747.0,619.0,66.0,17.85714286
26125141500,26125,Oakland,,,,8.333333333
26125141600,26125,Oakland,,,,23.80952381
26125141700,26125,Oakland,,,,16.66666667
26125142000,26125,Oakland,,,,5.0
26125142100,26125,Oakland,2640.0,2640.0,1101.0,9.090909091
26125142200,26125,Oakland,,,,28.57142857
26125142300,26125,Oakland,,,,9.523809524
26125142400,26125,Oakland,,,,22.22222222
26125142500,26125,Oakland,1197.0,1197.0,580.0,0.0
26125142600,26125,Oakland,,,,7.692307692
26125142700,26125,Oakland,,,,8.333333333
26125143500,26125,Oakland,,,,
26125144100,26125,Oakland,,,,5.0
26125144200,26125,Oakland,,,,0.0
26125144300,26125,Oakland,,,,5.555555556
26125144400,26125,Oakland,,,,2.702702703
26125144500,26125,Oakland,,,,14.28571429
26125144600,26125,Oakland,,,,14.28571429
26125144701,26125,Oakland,,,,
26125144800,26125,Oakland,,,,12.5
26125144900,26125,Oakland,4101.0,1724.0,138.0,4.545454545
26125145100,26125,Oakland,,,,0.0
26125145200,26125,Oakland,,,,0.0
26125145300,26125,Oakland,,,,7.142857143
26125145400,26125,Oakland,,,,10.34482759
26125145501,26125,Oakland,,,,
26125145502,26125,Oakland,,,,
26125145600,26125,Oakland,,,,6.666666667
26125145700,26125,Oakland,,,,10.52631579
26125145900,26125,Oakland,,,,
26125150000,26125,Oakland,,,,7.692307692
26125150100,26125,Oakland,,,,12.0
26125150200,26125,Oakland,,,,33.33333333
26125150300,26125,Oakland,,,,16.66666667
26125150400,26125,Oakland,,,,0.0
26125150500,26125,Oakland,,,,20.0
26125150600,26125,Oakland,,,,33.33333333
26125150700,26125,Oakland,,,,33.33333333
26125150800,26125,Oakland,,,,0.0
26125150900,26125,Oakland,,,,0.0
26125151000,26125,Oakland,,,,0.0
26125152000,26125,Oakland,,,,0.0
26125152600,26125,Oakland,,,,5.263157895
26125152700,26125,Oakland,,,,12.5
26125152900,26125,Oakland,,,,9.677419355
26125153000,26125,Oakland,,,,21.42857143
26125153100,26125,Oakland,,,,5.555555556
26125153200,26125,Oakland,,,,8.695652174
26125153300,26125,Oakland,,,,8.333333333
26125154000,26125,Oakland,,,,11.11111111
26125154100,26125,Oakland,,,,10.0
26125154200,26125,Oakland,,,,0.0
26125154500,26125,Oakland,,,,6.25
26125154600,26125,Oakland,,,,0.0
26125156000,26125,Oakland,,,,9.523809524
26125156100,26125,Oakland,,,,20.0
26125156200,26125,Oakland,,,,26.31578947
26125156300,26125,Oakland,,,,8.333333333
26125156400,26125,Oakland,,,,12.5
